short_name,overall,DifferenceFromMin,DifferenceFromMax,AverageOverall,RatingCategory
P. Koopmeiners,66,19,25,66.006,Average Rated
John Donald,66,19,25,66.006,Average Rated
R. Martínez,66,19,25,66.006,Average Rated
M. Solbakken,66,19,25,66.006,Average Rated
Alvyn Sanches,66,19,25,66.006,Average Rated
Svensson,66,19,25,66.006,Average Rated
L. Kerber,66,19,25,66.006,Average Rated
J. Fujita,66,19,25,66.006,Average Rated
N. Harriel,66,19,25,66.006,Average Rated
Urko González,66,19,25,66.006,Average Rated
T. Anker,66,19,25,66.006,Average Rated
B. Elmaz,66,19,25,66.006,Average Rated
B. Norton-Cuffy,66,19,25,66.006,Average Rated
A. Cruz,66,19,25,66.006,Average Rated
D. Kolinger,66,19,25,66.006,Average Rated
Sávio,66,19,25,66.006,Average Rated
R. Meißner,66,19,25,66.006,Average Rated
J. Brown,66,19,25,66.006,Average Rated
E. Muçi,66,19,25,66.006,Average Rated
N. Lonwijk,66,19,25,66.006,Average Rated
D. Pereira,66,19,25,66.006,Average Rated
T. Conway,66,19,25,66.006,Average Rated
K. Phillips,66,19,25,66.006,Average Rated
Y. Arismendi,66,19,25,66.006,Average Rated
R. Lutiger,66,19,25,66.006,Average Rated
L. Berdugo,66,19,25,66.006,Average Rated
S. Rosane,66,19,25,66.006,Average Rated
D. Rivillo,66,19,25,66.006,Average Rated
N. Cova,66,19,25,66.006,Average Rated
Nazinho,66,19,25,66.006,Average Rated
V. Găman,66,19,25,66.006,Average Rated
R. Wood,66,19,25,66.006,Average Rated
S. Sinclair,66,19,25,66.006,Average Rated
L. Peltier,66,19,25,66.006,Average Rated
S. Hutchinson,66,19,25,66.006,Average Rated
Ukra,66,19,25,66.006,Average Rated
P. Hetemaj,66,19,25,66.006,Average Rated
A. Bonnet,66,19,25,66.006,Average Rated
L. Jutkiewicz,66,19,25,66.006,Average Rated
R. Jenssen,66,19,25,66.006,Average Rated
S. Grippo,66,19,25,66.006,Average Rated
S. Rieks,66,19,25,66.006,Average Rated
A. Skúlason,66,19,25,66.006,Average Rated
D. Vera,66,19,25,66.006,Average Rated
J. Jacobson,66,19,25,66.006,Average Rated
G. Burke,66,19,25,66.006,Average Rated
G. François,66,19,25,66.006,Average Rated
C. Evans,66,19,25,66.006,Average Rated
L. Kelly,66,19,25,66.006,Average Rated
R. Espinoza,66,19,25,66.006,Average Rated
J. Montero,66,19,25,66.006,Average Rated
M. Olsson,66,19,25,66.006,Average Rated
G. Masucci,66,19,25,66.006,Average Rated
R. van La Parra,66,19,25,66.006,Average Rated
A. Coeff,66,19,25,66.006,Average Rated
T. Hateley,66,19,25,66.006,Average Rated
Víctor Vázquez,66,19,25,66.006,Average Rated
D. Gissi,66,19,25,66.006,Average Rated
K. Smith,66,19,25,66.006,Average Rated
L. Gassama,66,19,25,66.006,Average Rated
K. Glik,66,19,25,66.006,Average Rated
G. Zusi,66,19,25,66.006,Average Rated
K. Wilczek,66,19,25,66.006,Average Rated
S. Chhetri,66,19,25,66.006,Average Rated
T. Sana,66,19,25,66.006,Average Rated
M. Gaus,66,19,25,66.006,Average Rated
R. Grant,66,19,25,66.006,Average Rated
L. Garbutt,66,19,25,66.006,Average Rated
M. Fenger,66,19,25,66.006,Average Rated
A. Cook,66,19,25,66.006,Average Rated
M. Barthelmé,66,19,25,66.006,Average Rated
N. Thompson,66,19,25,66.006,Average Rated
P. Camacho,66,19,25,66.006,Average Rated
Qian Jiegei,66,19,25,66.006,Average Rated
J. Collins,66,19,25,66.006,Average Rated
A. Grimaldi,66,19,25,66.006,Average Rated
M. Pack,66,19,25,66.006,Average Rated
T. Nsiala,66,19,25,66.006,Average Rated
Nuno Reis,66,19,25,66.006,Average Rated
I. Fetfatzidis,66,19,25,66.006,Average Rated
G. Imbula,66,19,25,66.006,Average Rated
F. Carraro,66,19,25,66.006,Average Rated
Ivo Pinto,66,19,25,66.006,Average Rated
M. Cestor,66,19,25,66.006,Average Rated
J. McEachran,66,19,25,66.006,Average Rated
A. Halliday,66,19,25,66.006,Average Rated
Kim Bo Kyung,66,19,25,66.006,Average Rated
Kim Tae Hwan,66,19,25,66.006,Average Rated
P. Perdichizzi,66,19,25,66.006,Average Rated
L. Hinterseer,66,19,25,66.006,Average Rated
B. Bodin,66,19,25,66.006,Average Rated
B. Douglas,66,19,25,66.006,Average Rated
C. Piergianni,66,19,25,66.006,Average Rated
K. Vinetot,66,19,25,66.006,Average Rated
J. Obita,66,19,25,66.006,Average Rated
R. Janicki,66,19,25,66.006,Average Rated
R. Morrison,66,19,25,66.006,Average Rated
Y. Qasmi,66,19,25,66.006,Average Rated
R. Lopes,66,19,25,66.006,Average Rated
J. Cousins,66,19,25,66.006,Average Rated
W. Chalá,66,19,25,66.006,Average Rated
J. Williams,66,19,25,66.006,Average Rated
C. Sapong,66,19,25,66.006,Average Rated
B. Wood,66,19,25,66.006,Average Rated
C. Wernitznig,66,19,25,66.006,Average Rated
C. Râpă,66,19,25,66.006,Average Rated
A. Öztürk,66,19,25,66.006,Average Rated
R. Riski,66,19,25,66.006,Average Rated
J. Vela,66,19,25,66.006,Average Rated
J. Jeggo,66,19,25,66.006,Average Rated
E. Harrison,66,19,25,66.006,Average Rated
J. Brillante,66,19,25,66.006,Average Rated
E. Gnahoré,66,19,25,66.006,Average Rated
D. Williams,66,19,25,66.006,Average Rated
I. Diomandé,66,19,25,66.006,Average Rated
A. Ajeti,66,19,25,66.006,Average Rated
F. Veseli,66,19,25,66.006,Average Rated
L. Fariña,66,19,25,66.006,Average Rated
C. Edwards,66,19,25,66.006,Average Rated
C. Forsyth,66,19,25,66.006,Average Rated
M. Smith,66,19,25,66.006,Average Rated
P. Breier,66,19,25,66.006,Average Rated
S. Khelifi,66,19,25,66.006,Average Rated
Ruben Bover,66,19,25,66.006,Average Rated
J. Gómez,66,19,25,66.006,Average Rated
V. Celjak,66,19,25,66.006,Average Rated
L. Krajnc,66,19,25,66.006,Average Rated
C. McGeehan,66,19,25,66.006,Average Rated
D. Cole,66,19,25,66.006,Average Rated
O. Norburn,66,19,25,66.006,Average Rated
C. Vincent,66,19,25,66.006,Average Rated
R. Buess,66,19,25,66.006,Average Rated
Pablo Iñiguez,66,19,25,66.006,Average Rated
J. Holt,66,19,25,66.006,Average Rated
I. Neagu,66,19,25,66.006,Average Rated
Felipe,66,19,25,66.006,Average Rated
R. Gaddis,66,19,25,66.006,Average Rated
S. Sandberg,66,19,25,66.006,Average Rated
L. Zuta,66,19,25,66.006,Average Rated
E. Jordanov,66,19,25,66.006,Average Rated
J. Guthrie,66,19,25,66.006,Average Rated
I. Filip,66,19,25,66.006,Average Rated
Y. van Nieff,66,19,25,66.006,Average Rated
D. Henen,66,19,25,66.006,Average Rated
C. Matei,66,19,25,66.006,Average Rated
O. Hawsawi,66,19,25,66.006,Average Rated
B. O'Neill,66,19,25,66.006,Average Rated
B. Turgott,66,19,25,66.006,Average Rated
M. Marras,66,19,25,66.006,Average Rated
D. Simani,66,19,25,66.006,Average Rated
T. Meißner,66,19,25,66.006,Average Rated
L. Verna,66,19,25,66.006,Average Rated
Buatu,66,19,25,66.006,Average Rated
T. Pledl,66,19,25,66.006,Average Rated
M. Duffy,66,19,25,66.006,Average Rated
F. Holst,66,19,25,66.006,Average Rated
R. Fiamozzi,66,19,25,66.006,Average Rated
A. Ateef,66,19,25,66.006,Average Rated
Víctor Rodríguez,66,19,25,66.006,Average Rated
L. Woudenberg,66,19,25,66.006,Average Rated
M. Cebula,66,19,25,66.006,Average Rated
R. Rodríguez,66,19,25,66.006,Average Rated
P. Faragò,66,19,25,66.006,Average Rated
P. Stępiński,66,19,25,66.006,Average Rated
R. Benatelli,66,19,25,66.006,Average Rated
M. Schwabl,66,19,25,66.006,Average Rated
T. Schröck,66,19,25,66.006,Average Rated
A. Chipciu,66,19,25,66.006,Average Rated
A. Nabbout,66,19,25,66.006,Average Rated
S. Maguire,66,19,25,66.006,Average Rated
B. Halimi,66,19,25,66.006,Average Rated
J. Obiang,66,19,25,66.006,Average Rated
R. Philippoteaux,66,19,25,66.006,Average Rated
R. Sigurjónsson,66,19,25,66.006,Average Rated
Gonçalo Silva,66,19,25,66.006,Average Rated
D. Bojanić,66,19,25,66.006,Average Rated
D. De Silva,66,19,25,66.006,Average Rated
Lucas,66,19,25,66.006,Average Rated
O. Bosso,66,19,25,66.006,Average Rated
J. Houghton,66,19,25,66.006,Average Rated
J. Gammelby,66,19,25,66.006,Average Rated
D. Murillo,66,19,25,66.006,Average Rated
M. Jorquera,66,19,25,66.006,Average Rated
F. Flores,66,19,25,66.006,Average Rated
D. Asprilla,66,19,25,66.006,Average Rated
A. Acevedo,66,19,25,66.006,Average Rated
T. Biasci,66,19,25,66.006,Average Rated
J. Marriott,66,19,25,66.006,Average Rated
F. Cornejo,66,19,25,66.006,Average Rated
L. Kruspzky,66,19,25,66.006,Average Rated
M. Urruti,66,19,25,66.006,Average Rated
M. Dávila,66,19,25,66.006,Average Rated
L. Jones,66,19,25,66.006,Average Rated
L. Albertengo,66,19,25,66.006,Average Rated
J. Łukowski,66,19,25,66.006,Average Rated
M. Lauritsen,66,19,25,66.006,Average Rated
I. Näsberg,66,19,25,66.006,Average Rated
S. Handle,66,19,25,66.006,Average Rated
F. Ballas,66,19,25,66.006,Average Rated
A. Powell,66,19,25,66.006,Average Rated
Marco Sangalli,66,19,25,66.006,Average Rated
S. Kutschke,66,19,25,66.006,Average Rated
B. Cerezo,66,19,25,66.006,Average Rated
E. Kabashi,66,19,25,66.006,Average Rated
Cristian Ponde,66,19,25,66.006,Average Rated
E. Boateng,66,19,25,66.006,Average Rated
C. Washington,66,19,25,66.006,Average Rated
M. Schultz,66,19,25,66.006,Average Rated
K. Molino,66,19,25,66.006,Average Rated
S. Torales,66,19,25,66.006,Average Rated
Gabriel,66,19,25,66.006,Average Rated
R. Becerra,66,19,25,66.006,Average Rated
N. Paz,66,19,25,66.006,Average Rated
Simy,66,19,25,66.006,Average Rated
E. Ofori,66,19,25,66.006,Average Rated
G. Koomson,66,19,25,66.006,Average Rated
P. Jaroszyński,66,19,25,66.006,Average Rated
O. Diakhité,66,19,25,66.006,Average Rated
J. Mauri,66,19,25,66.006,Average Rated
M. Harness,66,19,25,66.006,Average Rated
M. Bemammer,66,19,25,66.006,Average Rated
E. Babayan,66,19,25,66.006,Average Rated
A. Lundqvist,66,19,25,66.006,Average Rated
Moi Delgado,66,19,25,66.006,Average Rated
H. Friðjónsson,66,19,25,66.006,Average Rated
T. Pellenard,66,19,25,66.006,Average Rated
L. Houri,66,19,25,66.006,Average Rated
D. O'Shaughnessy,66,19,25,66.006,Average Rated
S. Skrabb,66,19,25,66.006,Average Rated
K. Dempsey,66,19,25,66.006,Average Rated
R. Kurzawa,66,19,25,66.006,Average Rated
Wang Tong,66,19,25,66.006,Average Rated
Lee Ju Yong,66,19,25,66.006,Average Rated
L. Salvesen,66,19,25,66.006,Average Rated
P. Strand,66,19,25,66.006,Average Rated
Jiang Zhipeng,66,19,25,66.006,Average Rated
M. Wdowiak,66,19,25,66.006,Average Rated
D. Ball,66,19,25,66.006,Average Rated
L. Gooch,66,19,25,66.006,Average Rated
R. Coly,66,19,25,66.006,Average Rated
Álvaro Bustos,66,19,25,66.006,Average Rated
Z. Yavru,66,19,25,66.006,Average Rated
A. Novakovich,66,19,25,66.006,Average Rated
M. Jakoliš,66,19,25,66.006,Average Rated
B. Mitrea,66,19,25,66.006,Average Rated
A. Mateiu,66,19,25,66.006,Average Rated
O. Johansson,66,19,25,66.006,Average Rated
J. Strauß,66,19,25,66.006,Average Rated
T. Rieder,66,19,25,66.006,Average Rated
D. Mirani,66,19,25,66.006,Average Rated
S. Jacob,66,19,25,66.006,Average Rated
Ricardinho,66,19,25,66.006,Average Rated
A. Vilches,66,19,25,66.006,Average Rated
C. Psyché,66,19,25,66.006,Average Rated
B. Bahn,66,19,25,66.006,Average Rated
Ba Dun,66,19,25,66.006,Average Rated
Wang Jinxian,66,19,25,66.006,Average Rated
Wang Shenchao,66,19,25,66.006,Average Rated
Cai Huikang,66,19,25,66.006,Average Rated
Yin Hongbo,66,19,25,66.006,Average Rated
Li Ang,66,19,25,66.006,Average Rated
M. Gargiulo,66,19,25,66.006,Average Rated
A. Kalik,66,19,25,66.006,Average Rated
J. Günther-Schmidt,66,19,25,66.006,Average Rated
F. Al Sagour,66,19,25,66.006,Average Rated
M. Maigaard,66,19,25,66.006,Average Rated
V. Jacob,66,19,25,66.006,Average Rated
I. Jeraldino,66,19,25,66.006,Average Rated
E. Lanini,66,19,25,66.006,Average Rated
V. Achim,66,19,25,66.006,Average Rated
F. Gerli,66,19,25,66.006,Average Rated
D. Van den Buijs,66,19,25,66.006,Average Rated
J. Augustin,66,19,25,66.006,Average Rated
C. Hamilton,66,19,25,66.006,Average Rated
D. Baumann,66,19,25,66.006,Average Rated
M. Burgess,66,19,25,66.006,Average Rated
E. Restrepo,66,19,25,66.006,Average Rated
M. Dittgen,66,19,25,66.006,Average Rated
R. Coronel,66,19,25,66.006,Average Rated
A. Roguljić,66,19,25,66.006,Average Rated
E. Janža,66,19,25,66.006,Average Rated
R. Hardie,66,19,25,66.006,Average Rated
Nacho Monsalve,66,19,25,66.006,Average Rated
F. Soldano,66,19,25,66.006,Average Rated
R. Kerschbaum,66,19,25,66.006,Average Rated
K. Kerschbaumer,66,19,25,66.006,Average Rated
G. Berggren,66,19,25,66.006,Average Rated
P. Stronati,66,19,25,66.006,Average Rated
P. Kpozo,66,19,25,66.006,Average Rated
M. Johnson,66,19,25,66.006,Average Rated
P. Kirkevold,66,19,25,66.006,Average Rated
S. Holm,66,19,25,66.006,Average Rated
D. Badji,66,19,25,66.006,Average Rated
J. Gundersen,66,19,25,66.006,Average Rated
J. Kramer,66,19,25,66.006,Average Rated
M. Ofkir,66,19,25,66.006,Average Rated
M. Rivera,66,19,25,66.006,Average Rated
M. Mathisen,66,19,25,66.006,Average Rated
K. Boto,66,19,25,66.006,Average Rated
J. Broh,66,19,25,66.006,Average Rated
A. Green,66,19,25,66.006,Average Rated
J. Fuchs,66,19,25,66.006,Average Rated
G. Edmundson,66,19,25,66.006,Average Rated
Borja Valle,66,19,25,66.006,Average Rated
A. Kanté,66,19,25,66.006,Average Rated
J. Dacres-Cogley,66,19,25,66.006,Average Rated
G. Sağlam,66,19,25,66.006,Average Rated
F. Le Joncour,66,19,25,66.006,Average Rated
Y. Yeboah,66,19,25,66.006,Average Rated
A. Ferati,66,19,25,66.006,Average Rated
T. Edun,66,19,25,66.006,Average Rated
M. Bähre,66,19,25,66.006,Average Rated
J. Mees,66,19,25,66.006,Average Rated
J. Lewis,66,19,25,66.006,Average Rated
J. Bizama,66,19,25,66.006,Average Rated
J. Lelieveld,66,19,25,66.006,Average Rated
Romário Baldé,66,19,25,66.006,Average Rated
N. Hämäläinen,66,19,25,66.006,Average Rated
Y. Suárez,66,19,25,66.006,Average Rated
Luís Machado,66,19,25,66.006,Average Rated
Eder Pinhanços,66,19,25,66.006,Average Rated
Estevãtinho,66,19,25,66.006,Average Rated
Adão Morrinhos,66,19,25,66.006,Average Rated
Breno Laranjeiro,66,19,25,66.006,Average Rated
Lucas Medeirão,66,19,25,66.006,Average Rated
Y. Deichmann,66,19,25,66.006,Average Rated
E. Kitolano,66,19,25,66.006,Average Rated
J. Moya,66,19,25,66.006,Average Rated
J. Rojas,66,19,25,66.006,Average Rated
A. Rodríguez,66,19,25,66.006,Average Rated
H. Odoffin,66,19,25,66.006,Average Rated
E. Sánchez,66,19,25,66.006,Average Rated
L. Caicedo,66,19,25,66.006,Average Rated
C. Cermeño,66,19,25,66.006,Average Rated
Dalmau,66,19,25,66.006,Average Rated
A. Muyl,66,19,25,66.006,Average Rated
M. Corboz,66,19,25,66.006,Average Rated
Kim Geon Woong,66,19,25,66.006,Average Rated
A. Murgia,66,19,25,66.006,Average Rated
L. Crepulja,66,19,25,66.006,Average Rated
F. Cobos,66,19,25,66.006,Average Rated
G. Benítez,66,19,25,66.006,Average Rated
T. Imai,66,19,25,66.006,Average Rated
Y. Nakayama,66,19,25,66.006,Average Rated
L. Gordon,66,19,25,66.006,Average Rated
P. Diaw,66,19,25,66.006,Average Rated
D. Prokop,66,19,25,66.006,Average Rated
M. Ali,66,19,25,66.006,Average Rated
F. Stokkers,66,19,25,66.006,Average Rated
J. Shipley,66,19,25,66.006,Average Rated
C. Algarañaz,66,19,25,66.006,Average Rated
D. Udoh,66,19,25,66.006,Average Rated
N. Servetto,66,19,25,66.006,Average Rated
D. Kasumu,66,19,25,66.006,Average Rated
Alan Besseiro,66,19,25,66.006,Average Rated
Welliton Helmes,66,19,25,66.006,Average Rated
Yeon Je Woon,66,19,25,66.006,Average Rated
Jeong Jae Hee,66,19,25,66.006,Average Rated
L. Lappalainen,66,19,25,66.006,Average Rated
J. Ceesay,66,19,25,66.006,Average Rated
N. Solís,66,19,25,66.006,Average Rated
Diogo Queirós,66,19,25,66.006,Average Rated
Y. Demoncy,66,19,25,66.006,Average Rated
R. Pankov,66,19,25,66.006,Average Rated
G. Tomasiewicz,66,19,25,66.006,Average Rated
Matheus Rossetto,66,19,25,66.006,Average Rated
N. Shipnoski,66,19,25,66.006,Average Rated
K. Pierie,66,19,25,66.006,Average Rated
O. Kakabadze,66,19,25,66.006,Average Rated
O. Wendt,67,20,24,66.006,Average Rated
E. Ruud,67,20,24,66.006,Average Rated
P. Skjelbred,67,20,24,66.006,Average Rated
C. Săpunaru,67,20,24,66.006,Average Rated
A. Considine,67,20,24,66.006,Average Rated
J. Hayes,67,20,24,66.006,Average Rated
J. Wilson,67,20,24,66.006,Average Rated
C. Riveros,67,20,24,66.006,Average Rated
B. Bjarnason,67,20,24,66.006,Average Rated
O. Kamara,67,20,24,66.006,Average Rated
L. Mabiala,67,20,24,66.006,Average Rated
J. Berget,67,20,24,66.006,Average Rated
J. Rodwell,67,20,24,66.006,Average Rated
J. Hogg,67,20,24,66.006,Average Rated
M. Waghorn,67,20,24,66.006,Average Rated
R. Bennett,67,20,24,66.006,Average Rated
G. Bellusci,67,20,24,66.006,Average Rated
M. Olsson,67,20,24,66.006,Average Rated
A. King,67,20,24,66.006,Average Rated
A. Adomah,67,20,24,66.006,Average Rated
J. Holland,67,20,24,66.006,Average Rated
F. Daprelà,67,20,24,66.006,Average Rated
S. Morrison,67,20,24,66.006,Average Rated
K. Getinger,67,20,24,66.006,Average Rated
A. Kashi,67,20,24,66.006,Average Rated
M. Estigarribia,67,20,24,66.006,Average Rated
M. Caire,67,20,24,66.006,Average Rated
F. Di Tacchio,67,20,24,66.006,Average Rated
R. McGowan,67,20,24,66.006,Average Rated
M. Sollbauer,67,20,24,66.006,Average Rated
I. Armaș,67,20,24,66.006,Average Rated
T. Aldred,67,20,24,66.006,Average Rated
O. Alonso,67,20,24,66.006,Average Rated
Camora,67,20,24,66.006,Average Rated
H. Dean,67,20,24,66.006,Average Rated
E. Salomonsson,67,20,24,66.006,Average Rated
J. Baffoe,67,20,24,66.006,Average Rated
M. Albornoz,67,20,24,66.006,Average Rated
S. Bidaoui,67,20,24,66.006,Average Rated
G. Carey,67,20,24,66.006,Average Rated
R. Sawyers,67,20,24,66.006,Average Rated
Héctor Yuste,67,20,24,66.006,Average Rated
G. Nauber,67,20,24,66.006,Average Rated
L. Thy,67,20,24,66.006,Average Rated
S. Ferguson,67,20,24,66.006,Average Rated
Y. Ngbakoto,67,20,24,66.006,Average Rated
D. Mayor,67,20,24,66.006,Average Rated
N. Brighenti,67,20,24,66.006,Average Rated
T. Børven,67,20,24,66.006,Average Rated
H. Behrens,67,20,24,66.006,Average Rated
T. Lees,67,20,24,66.006,Average Rated
M. Correia,67,20,24,66.006,Average Rated
D. Wilson,67,20,24,66.006,Average Rated
V. Sarı,67,20,24,66.006,Average Rated
J. Raitala,67,20,24,66.006,Average Rated
D. Ward,67,20,24,66.006,Average Rated
S. Okazaki,67,20,24,66.006,Average Rated
R. Varga,67,20,24,66.006,Average Rated
M. Ninković,67,20,24,66.006,Average Rated
R. Cereceda,67,20,24,66.006,Average Rated
J. Granados,67,20,24,66.006,Average Rated
L. Vilsvik,67,20,24,66.006,Average Rated
P. Testroet,67,20,24,66.006,Average Rated
D. Lachman,67,20,24,66.006,Average Rated
B. Paulsen,67,20,24,66.006,Average Rated
K. Zohore,67,20,24,66.006,Average Rated
F. Pogba,67,20,24,66.006,Average Rated
L. Brattan,67,20,24,66.006,Average Rated
S. Kukuruzović,67,20,24,66.006,Average Rated
B. Uaferro,67,20,24,66.006,Average Rated
R. Inglese,67,20,24,66.006,Average Rated
J. Guidetti,67,20,24,66.006,Average Rated
M. Potzmann,67,20,24,66.006,Average Rated
Pedro Moreira,67,20,24,66.006,Average Rated
L. Lacroix,67,20,24,66.006,Average Rated
M. Silva,67,20,24,66.006,Average Rated
C. Nelson,67,20,24,66.006,Average Rated
B. Kopacz,67,20,24,66.006,Average Rated
B. Pawłowski,67,20,24,66.006,Average Rated
A. La Mantia,67,20,24,66.006,Average Rated
A. Musa,67,20,24,66.006,Average Rated
S. Thern,67,20,24,66.006,Average Rated
Erik Morán,67,20,24,66.006,Average Rated
T. Bruns,67,20,24,66.006,Average Rated
A. Behich,67,20,24,66.006,Average Rated
J. Verhoek,67,20,24,66.006,Average Rated
T. Röcher,67,20,24,66.006,Average Rated
J. Graham,67,20,24,66.006,Average Rated
M. Angha,67,20,24,66.006,Average Rated
N. Byrne,67,20,24,66.006,Average Rated
C. Forrester,67,20,24,66.006,Average Rated
Isaías,67,20,24,66.006,Average Rated
O. Turton,67,20,24,66.006,Average Rated
S. Hoskins,67,20,24,66.006,Average Rated
D. Abramowicz,67,20,24,66.006,Average Rated
T. Kainz,67,20,24,66.006,Average Rated
M. Zeitz,67,20,24,66.006,Average Rated
Y. Touzghar,67,20,24,66.006,Average Rated
A. Knockaert,67,20,24,66.006,Average Rated
J. Fjóluson,67,20,24,66.006,Average Rated
N. Devlin,67,20,24,66.006,Average Rated
C. Wyke,67,20,24,66.006,Average Rated
P. Bauer,67,20,24,66.006,Average Rated
G. Hall,67,20,24,66.006,Average Rated
C. McHugh,67,20,24,66.006,Average Rated
B. Blume,67,20,24,66.006,Average Rated
B. Thoelke,67,20,24,66.006,Average Rated
C. Jorquera,67,20,24,66.006,Average Rated
P. Ngawa,67,20,24,66.006,Average Rated
J. Husband,67,20,24,66.006,Average Rated
A. MacDonald,67,20,24,66.006,Average Rated
Luís Martins,67,20,24,66.006,Average Rated
Jefté,67,20,24,66.006,Average Rated
M. Antonsson,67,20,24,66.006,Average Rated
L. Jans,67,20,24,66.006,Average Rated
M. Baudry,67,20,24,66.006,Average Rated
R. Kristiansen,67,20,24,66.006,Average Rated
M. Bjørnbak,67,20,24,66.006,Average Rated
B. Carrasco,67,20,24,66.006,Average Rated
S. Ben Youssef,67,20,24,66.006,Average Rated
L. Sadiku,67,20,24,66.006,Average Rated
A. Bosetti,67,20,24,66.006,Average Rated
I. Santini,67,20,24,66.006,Average Rated
T. Lam,67,20,24,66.006,Average Rated
K. Przybyłko,67,20,24,66.006,Average Rated
J. de Kamps,67,20,24,66.006,Average Rated
P. Ankersen,67,20,24,66.006,Average Rated
E. Valentini,67,20,24,66.006,Average Rated
J. Roye,67,20,24,66.006,Average Rated
P. Frick,67,20,24,66.006,Average Rated
M. Matras,67,20,24,66.006,Average Rated
A. Mühling,67,20,24,66.006,Average Rated
M. Modolo,67,20,24,66.006,Average Rated
